symbol,date,open,close,high,low,volume
TQQQ,2015-02-13,2.09285,2.1288,2.12927,2.08173,126340393
TQQQ,2015-02-17,2.12846,2.13458,2.13819,2.11312,86486001
TQQQ,2015-02-18,2.1275,2.14365,2.14632,2.11767,73699819
TQQQ,2015-02-19,2.13853,2.17602,2.17924,2.13755,79044654
TQQQ,2015-02-20,2.17085,2.2178,2.2222,2.15025,94932945
TQQQ,2015-02-23,2.21661,2.22643,2.22653,2.20066,82568596
TQQQ,2015-02-24,2.21684,2.23098,2.23752,2.19672,109366698
TQQQ,2015-02-25,2.21947,2.21325,2.24561,2.19864,117694881
TQQQ,2015-02-26,2.21961,2.2468,2.24953,2.20128,121649287
TQQQ,2015-02-27,2.24454,2.21722,2.24807,2.20641,92827291
TQQQ,2015-03-02,2.23003,2.27675,2.27867,2.22796,93124642
TQQQ,2015-03-03,2.25701,2.24415,2.2631,2.20214,134267975
TQQQ,2015-03-04,2.22308,2.21947,2.23194,2.18198,121979166
TQQQ,2015-03-05,2.23578,2.22897,2.24991,2.20335,96573336
TQQQ,2015-03-06,2.22283,2.15254,2.23481,2.13731,156586547
TQQQ,2015-03-09,2.16701,2.17324,2.18858,2.14059,118455174
TQQQ,2015-03-10,2.12525,2.05275,2.12667,2.05178,200756892
TQQQ,2015-03-11,2.05835,2.01681,2.06794,2.01394,233376379
TQQQ,2015-03-12,2.01097,2.05538,2.0628,2.00738,127993032
TQQQ,2015-03-13,2.04997,2.02894,2.07432,1.99045,207192440
TQQQ,2015-03-16,2.05146,2.10665,2.10772,2.04459,120222208
TQQQ,2015-03-17,2.08855,2.11855,2.12667,2.07479,101819146
TQQQ,2015-03-18,2.10034,2.17947,2.20764,2.0668,175511694
TQQQ,2015-03-19,2.18665,2.19003,2.20631,2.1765,116487367
TQQQ,2015-03-20,2.24201,2.23515,2.26358,2.23036,109615117
TQQQ,2015-03-23,2.22824,2.21661,2.24598,2.21647,103781935
TQQQ,2015-03-24,2.21628,2.19409,2.24775,2.19299,97240974
TQQQ,2015-03-25,2.20574,2.04109,2.20928,2.04109,183921787
TQQQ,2015-03-26,1.99384,2.02434,2.05659,1.97251,205540444
TQQQ,2015-03-27,2.02112,2.04381,2.06043,2.01202,103043791
TQQQ,2015-03-30,2.08619,2.11744,2.12151,2.08375,158121935
TQQQ,2015-03-31,2.09826,2.05178,2.11166,2.0478,130199674
TQQQ,2015-04-01,2.04906,2.01715,2.04906,1.97729,183911751
TQQQ,2015-04-02,2.02112,2.02051,2.04016,2.00123,115627481
TQQQ,2015-04-06,1.98399,2.0692,2.08677,1.97561,157845865
TQQQ,2015-04-07,2.0668,2.05959,2.1119,2.05931,119916775
TQQQ,2015-04-08,2.06472,2.10865,2.1168,2.06043,176869494
TQQQ,2015-04-09,2.10665,2.14785,2.14955,2.08375,115948726
TQQQ,2015-04-10,2.14745,2.17359,2.17445,2.13168,118563850
TQQQ,2015-04-13,2.17947,2.15745,2.21182,2.14992,120466219
TQQQ,2015-04-14,2.15048,2.13886,2.16884,2.10244,176693810
TQQQ,2015-04-15,2.15735,2.17684,2.19241,2.14775,99680072
TQQQ,2015-04-16,2.16165,2.16931,2.18081,2.15194,95043066
TQQQ,2015-04-17,2.10753,2.06775,2.12525,2.04054,194949458
TQQQ,2015-04-20,2.09971,2.16032,2.17143,2.09635,148694957
