symbol,date,open,close,high,low,volume
QQQ,2016-12-29,113.022,112.883,113.274,112.529,13166954
QQQ,2016-12-30,113.088,111.697,113.108,111.373,44281216
QQQ,2017-01-03,112.51,112.725,113.147,112.099,22344398
QQQ,2017-01-04,112.845,113.324,113.52,112.835,16359253
QQQ,2017-01-05,113.294,113.95,114.029,113.244,17767691
QQQ,2017-01-06,114.068,114.953,115.255,113.765,23071222
QQQ,2017-01-09,115.039,115.333,115.549,114.963,18148756
QQQ,2017-01-10,115.373,115.598,115.932,115.107,15712879
QQQ,2017-01-11,115.618,115.893,115.893,115.031,19180595
QQQ,2017-01-12,115.491,115.726,115.793,114.627,19679126
QQQ,2017-01-13,115.783,116.098,116.294,115.773,14921677
QQQ,2017-01-17,115.763,115.763,115.982,115.432,14908400
QQQ,2017-01-18,115.922,115.992,116.098,115.647,11414692
QQQ,2017-01-19,116.127,115.942,116.559,115.707,12359040
QQQ,2017-01-20,116.421,116.186,116.736,115.883,20677770
QQQ,2017-01-23,116.098,116.274,116.441,115.569,16712827
QQQ,2017-01-24,116.5,117.078,117.265,116.314,15087014
QQQ,2017-01-25,117.803,118.266,118.304,117.726,14958590
QQQ,2017-01-26,118.43,118.401,118.647,118.186,14969941
QQQ,2017-01-27,118.629,118.629,118.737,118.236,13308685
QQQ,2017-01-30,118.216,117.696,118.226,117.03,23138342
QQQ,2017-01-31,117.294,117.462,117.491,116.756,17764527
QQQ,2017-02-01,118.266,118.276,118.509,117.735,20456359
QQQ,2017-02-02,118.059,118.166,118.529,117.735,14030059
QQQ,2017-02-03,118.332,118.509,118.638,118.176,17985652
QQQ,2017-02-06,118.266,118.657,118.677,118.196,11708635
QQQ,2017-02-07,118.871,119.077,119.324,118.785,16043199
QQQ,2017-02-08,118.931,119.275,119.441,118.697,12230800
QQQ,2017-02-09,119.393,119.706,119.971,119.334,15928663
QQQ,2017-02-10,119.932,120.097,120.255,119.765,14065284
QQQ,2017-02-13,120.431,120.766,120.921,120.393,16197558
QQQ,2017-02-14,120.815,121.176,121.176,120.413,16049675
QQQ,2017-02-15,121.097,121.901,121.961,121.029,17262946
QQQ,2017-02-16,121.97,121.863,122.216,121.539,14628949
QQQ,2017-02-17,121.705,122.382,122.392,121.657,13969269
QQQ,2017-02-21,122.597,122.978,123.058,122.557,18351912
QQQ,2017-02-22,122.874,123.028,123.116,122.677,11041913
QQQ,2017-02-23,123.225,122.587,123.225,122.088,17449303
QQQ,2017-02-24,122.069,122.814,122.814,121.99,18490167
QQQ,2017-02-27,122.587,122.96,122.968,122.373,11903342
QQQ,2017-02-28,122.942,122.587,122.978,122.236,14285059
QQQ,2017-03-01,123.313,123.92,124.147,123.126,20717138
QQQ,2017-03-02,123.91,123.294,123.91,123.146,17918883
QQQ,2017-03-03,123.175,123.51,123.55,122.893,11272787
QQQ,2017-03-06,123.088,123.244,123.441,122.766,10985251
QQQ,2017-03-07,122.978,123.038,123.569,122.834,13347930
QQQ,2017-03-08,123.098,123.234,123.637,122.988,14761835
QQQ,2017-03-09,123.225,123.333,123.51,122.696,19652653
QQQ,2017-03-10,123.901,123.871,124.068,123.323,17808777
QQQ,2017-03-13,123.999,124.078,124.108,123.755,11382473
QQQ,2017-03-14,123.792,123.774,123.841,123.274,14870018
QQQ,2017-03-15,124.049,124.556,124.844,123.627,24086508
QQQ,2017-03-16,124.775,124.468,124.795,124.177,19576776
QQQ,2017-03-17,124.586,124.421,124.755,124.353,18250212
QQQ,2017-03-20,124.383,124.537,124.825,124.197,10695858
QQQ,2017-03-21,124.999,122.647,125.116,122.567,37936853
QQQ,2017-03-22,122.716,123.451,123.579,122.518,30883328
QQQ,2017-03-23,123.294,123.155,123.637,122.951,21498872
QQQ,2017-03-24,123.54,123.393,124.039,122.951,22788331
QQQ,2017-03-27,122.567,123.598,123.821,122.246,18754599
QQQ,2017-03-28,123.569,124.373,124.745,123.323,20651119
QQQ,2017-03-29,124.458,124.951,124.99,124.324,12534246
QQQ,2017-03-30,124.933,125.155,125.294,124.795,15937672
QQQ,2017-03-31,124.961,125.067,125.421,124.844,18168140
QQQ,2017-04-03,125.165,124.99,125.488,124.296,25085592
QQQ,2017-04-04,124.626,125.195,125.215,124.596,12824879
QQQ,2017-04-05,125.363,124.686,126.116,124.448,27866915
QQQ,2017-04-06,124.834,124.755,125.077,124.43,18595320
QQQ,2017-04-07,124.705,124.686,125.057,124.236,17721696
QQQ,2017-04-10,124.825,124.735,125.244,124.393,15541989
QQQ,2017-04-11,124.586,124.187,124.815,123.284,35752701
QQQ,2017-04-12,124.187,123.677,124.276,123.54,16083525
QQQ,2017-04-13,123.51,123.195,124.246,123.175,22762165
QQQ,2017-04-17,123.559,124.216,124.236,123.48,12480702
QQQ,2017-04-18,123.765,124.029,124.393,123.706,13075302
QQQ,2017-04-19,124.576,124.226,124.98,124.049,18500078
QQQ,2017-04-20,124.755,125.274,125.558,124.547,19852406
QQQ,2017-04-21,125.382,125.244,125.441,124.933,16787534
QQQ,2017-04-24,126.606,126.743,126.853,126.433,23758204
QQQ,2017-04-25,127.136,127.656,127.892,127.039,20501701
QQQ,2017-04-26,127.696,127.479,128.028,127.401,26863902
QQQ,2017-04-27,127.804,128.254,128.254,127.716,16982643
QQQ,2017-04-28,128.774,128.49,128.831,128.273,24102965
QQQ,2017-05-01,128.95,129.616,129.792,128.871,26240490
QQQ,2017-05-02,129.792,129.841,129.9,129.46,19360304
QQQ,2017-05-03,129.566,129.431,129.586,129.098,25164342
QQQ,2017-05-04,129.451,129.48,129.547,129.049,15460591
QQQ,2017-05-05,129.802,129.949,129.949,129.333,20460529
